File_Name,Date,Open,High,Low,Close,Volume
FLFL,20131001,140.0,140.0,133.0,133.0,64001.0
FLFL,20131003,126.35,126.35,126.35,126.35,1192.0
FLFL,20131004,120.05,120.05,120.05,120.05,180.0
FLFL,20131007,114.05,114.05,114.05,114.05,138.0
FLFL,20131008,108.35,108.35,108.35,108.35,747.0
FLFL,20131009,102.95,102.95,102.95,102.95,2439.0
FLFL,20131010,97.85,97.85,97.85,97.85,1108.0
FLFL,20131011,93.0,93.0,93.0,93.0,10811.0
FLFL,20131014,88.35,94.0,88.35,88.35,1913176.0
FLFL,20131015,83.95,91.4,83.95,84.8,1563250.0
FLFL,20131017,87.8,87.8,78.1,82.7,595162.0
FLFL,20131018,82.5,83.45,79.25,81.6,682754.0
FLFL,20131021,81.5,84.05,80.3,83.4,954426.0
FLFL,20131022,83.5,83.85,76.1,79.55,361467.0
FLFL,20131023,80.05,82.0,78.6,79.65,27098.0
FLFL,20131024,79.0,81.5,77.25,77.9,66140.0
FLFL,20131025,75.2,77.95,74.05,75.85,106530.0
FLFL,20131028,75.1,77.0,69.1,74.1,56278.0
FLFL,20131029,71.15,76.0,70.8,74.35,74327.0
FLFL,20131030,72.7,74.4,71.5,73.7,20460.0
FLFL,20131031,72.1,73.95,70.0,70.7,79358.0
FLFL,20131101,64.25,73.0,64.25,72.05,174432.0
FLFL,20131103,75.0,75.1,72.5,73.0,13015.0
FLFL,20131105,70.3,79.4,70.3,73.45,274492.0
FLFL,20131106,73.0,75.8,71.0,71.95,40739.0
FLFL,20131107,75.0,75.0,71.1,73.0,442942.0
FLFL,20131108,72.0,73.85,71.25,72.8,38125.0
FLFL,20131111,69.0,75.0,69.0,71.6,30275.0
FLFL,20131112,69.4,71.0,67.65,70.1,97691.0
FLFL,20131113,70.25,72.6,68.0,70.0,53056.0
FLFL,20131114,68.0,70.9,68.0,69.2,34686.0
FLFL,20131118,70.0,73.0,70.0,71.95,41928.0
FLFL,20131119,70.55,74.8,69.1,70.7,520865.0
FLFL,20131120,69.5,71.5,68.7,69.95,418378.0
FLFL,20131121,68.55,69.7,66.75,67.85,28529.0
FLFL,20131122,66.95,67.5,61.0,62.55,144798.0
FLFL,20131125,61.5,64.75,58.05,60.5,143511.0
FLFL,20131126,60.25,60.4,57.1,58.55,65136.0
FLFL,20131127,56.15,58.5,55.5,56.2,113775.0
FLFL,20131128,56.25,67.4,56.0,66.75,1654190.0
FLFL,20131129,70.0,72.95,65.1,65.75,294413.0
FLFL,20131202,65.1,70.4,63.7,67.3,65849.0
FLFL,20131203,66.35,69.5,66.35,67.35,47229.0
FLFL,20131204,66.55,68.5,63.9,64.05,158285.0
FLFL,20131205,64.25,71.7,64.25,66.9,134214.0
FLFL,20131206,64.4,68.0,64.4,65.6,17200.0
FLFL,20131209,66.15,68.7,64.05,68.1,86810.0
FLFL,20131210,66.1,69.65,66.1,69.0,42992.0
FLFL,20131211,66.0,71.7,66.0,70.05,160037.0
FLFL,20131212,66.75,70.45,66.75,68.7,76275.0
FLFL,20131213,66.05,68.0,65.9,66.0,24434.0
FLFL,20131216,65.55,67.7,61.0,62.9,79686.0
FLFL,20131217,62.8,65.0,61.5,62.95,87809.0
FLFL,20131218,64.0,64.8,61.0,61.95,34016.0
FLFL,20131219,61.6,63.95,61.6,63.2,15285.0
FLFL,20131220,63.05,64.3,61.2,63.95,31002.0
FLFL,20131223,63.5,66.5,62.55,65.95,29863.0
FLFL,20131224,66.0,67.45,64.05,66.95,10820.0
FLFL,20131226,66.0,68.25,66.0,68.05,80983.0
FLFL,20131227,68.0,72.4,67.1,70.1,39197.0
FLFL,20131230,69.5,72.9,68.05,70.7,11368.0
FLFL,20131231,71.95,78.0,71.95,75.9,98048.0
FLFL,20140101,72.1,77.0,72.1,74.7,58817.0
FLFL,20140102,74.5,76.7,71.4,72.2,67841.0
FLFL,20140103,72.5,75.8,71.05,74.0,106487.0
FLFL,20140106,79.4,79.4,73.55,74.95,64333.0
FLFL,20140107,71.75,76.0,71.75,74.9,21304.0
FLFL,20140108,74.05,77.8,72.5,75.8,133193.0
FLFL,20140109,75.5,75.5,71.0,72.0,112324.0
FLFL,20140110,71.0,74.5,70.2,71.3,52999.0
FLFL,20140113,70.55,71.0,68.75,70.0,65983.0
FLFL,20140114,69.0,71.5,66.8,67.8,9525.0
FLFL,20140115,67.75,72.5,67.45,69.35,29839.0
FLFL,20140116,70.5,70.5,67.6,68.3,4409.0
FLFL,20140117,68.25,70.5,68.15,68.65,9305.0
FLFL,20140120,79.65,79.65,66.0,68.6,4655.0
FLFL,20140121,69.95,69.95,66.55,67.65,14043.0
FLFL,20140122,67.1,70.65,67.1,68.5,43417.0
FLFL,20140123,68.45,68.8,67.65,68.4,45567.0
FLFL,20140124,68.0,68.0,65.7,67.1,52164.0
FLFL,20140127,63.75,66.0,63.75,64.9,14796.0
FLFL,20140128,64.0,65.05,63.0,64.95,4326.0
FLFL,20140129,64.6,66.0,64.0,65.1,8784.0
FLFL,20140130,64.5,67.5,62.75,64.6,14302.0
FLFL,20140131,64.0,65.85,62.25,64.35,14933.0
FLFL,20140203,64.0,64.95,64.0,64.2,5245.0
FLFL,20140204,64.0,65.0,62.0,64.45,22083.0
FLFL,20140205,64.4,66.5,63.25,63.95,11968.0
FLFL,20140206,63.65,65.2,62.2,63.55,12292.0
FLFL,20140207,64.9,64.9,63.05,63.9,2923.0
FLFL,20140210,63.5,64.85,62.85,64.1,233640.0
FLFL,20140211,63.8,64.8,62.35,64.1,6909.0
FLFL,20140212,63.8,64.85,63.3,64.25,11903.0
FLFL,20140213,63.8,64.85,63.2,64.2,9157.0
FLFL,20140214,64.0,68.7,63.25,64.0,215899.0
FLFL,20140217,63.5,65.0,63.4,64.2,5942.0
FLFL,20140218,63.5,64.35,62.75,63.95,150910.0
FLFL,20140219,63.5,65.0,63.45,64.2,6882.0
FLFL,20140220,63.75,65.45,63.75,64.3,240297.0
FLFL,20140221,64.55,65.0,63.45,64.75,157993.0
