File_Name,Date,Open,High,Low,Close,Volume
IL&FSTRANS,20100416,277.4,280.75,273.25,275.5,205294.0
IL&FSTRANS,20100419,270.0,274.0,268.0,272.0,253988.0
IL&FSTRANS,20100420,273.9,286.8,272.05,283.4,597650.0
IL&FSTRANS,20100421,285.65,296.5,284.55,294.7,1840020.0
IL&FSTRANS,20100422,281.0,300.0,281.0,290.4,775944.0
IL&FSTRANS,20100423,291.65,293.0,285.6,289.7,295966.0
IL&FSTRANS,20100426,290.4,293.6,286.0,288.3,260031.0
IL&FSTRANS,20100427,285.55,292.45,285.55,289.4,239559.0
IL&FSTRANS,20100428,286.0,288.8,281.75,282.85,133519.0
IL&FSTRANS,20100429,284.25,287.8,283.0,286.2,72910.0
IL&FSTRANS,20100430,288.7,290.0,283.25,284.5,183225.0
IL&FSTRANS,20100503,284.1,287.0,281.0,282.0,349979.0
IL&FSTRANS,20100504,283.75,289.9,283.15,284.25,582182.0
IL&FSTRANS,20100505,281.1,281.8,275.55,280.05,143169.0
IL&FSTRANS,20100506,281.0,283.0,276.05,279.2,50502.0
IL&FSTRANS,20100507,270.0,283.0,270.0,280.3,102348.0
IL&FSTRANS,20100510,281.9,286.9,278.0,280.35,88855.0
IL&FSTRANS,20100511,281.9,282.45,276.6,277.9,71348.0
IL&FSTRANS,20100512,282.0,282.0,275.1,276.7,74874.0
IL&FSTRANS,20100513,277.1,282.9,277.1,281.05,375193.0
IL&FSTRANS,20100514,279.25,281.0,276.05,277.15,34339.0
IL&FSTRANS,20100517,276.0,279.8,272.0,276.4,49748.0
IL&FSTRANS,20100518,276.4,277.45,271.75,274.05,252331.0
IL&FSTRANS,20100519,272.1,274.6,266.0,267.6,66529.0
IL&FSTRANS,20100520,268.0,269.95,264.0,266.3,281672.0
IL&FSTRANS,20100521,263.1,266.0,253.35,261.0,42937.0
IL&FSTRANS,20100524,262.1,269.9,259.9,261.0,144808.0
IL&FSTRANS,20100525,259.65,273.9,257.0,270.15,982200.0
IL&FSTRANS,20100526,278.0,282.95,269.5,272.3,167541.0
IL&FSTRANS,20100527,271.0,281.5,268.7,279.55,179356.0
IL&FSTRANS,20100528,280.0,282.65,275.3,278.75,109712.0
IL&FSTRANS,20100531,277.1,286.0,275.2,281.05,201842.0
IL&FSTRANS,20100601,282.5,285.0,274.7,276.0,161135.0
IL&FSTRANS,20100602,275.0,280.0,275.0,278.85,94736.0
IL&FSTRANS,20100603,275.9,282.4,275.9,277.65,32156.0
IL&FSTRANS,20100604,280.0,280.9,276.1,279.35,166291.0
IL&FSTRANS,20100607,275.7,276.8,272.05,275.8,42049.0
IL&FSTRANS,20100608,276.85,279.65,275.1,276.45,23267.0
IL&FSTRANS,20100609,278.2,279.75,275.75,278.4,32039.0
IL&FSTRANS,20100610,278.95,280.0,276.9,278.35,28904.0
IL&FSTRANS,20100611,282.0,285.0,278.5,281.95,268589.0
IL&FSTRANS,20100614,282.6,283.0,277.0,282.0,96288.0
IL&FSTRANS,20100615,278.6,282.0,278.6,280.55,32400.0
IL&FSTRANS,20100616,281.75,284.5,279.35,281.0,21776.0
IL&FSTRANS,20100617,281.1,281.95,280.0,280.55,16699.0
IL&FSTRANS,20100618,281.75,292.5,280.0,285.7,151616.0
IL&FSTRANS,20100621,287.45,291.9,285.0,288.85,129356.0
IL&FSTRANS,20100622,287.0,288.8,285.5,287.15,40941.0
IL&FSTRANS,20100623,285.0,291.0,284.4,289.1,63720.0
IL&FSTRANS,20100624,289.95,291.7,285.0,286.5,29292.0
IL&FSTRANS,20100625,286.0,288.4,283.05,283.95,16627.0
IL&FSTRANS,20100628,285.0,285.6,281.6,284.0,51793.0
IL&FSTRANS,20100629,291.0,299.0,283.5,287.6,267640.0
IL&FSTRANS,20100630,284.1,288.9,284.1,286.5,21536.0
IL&FSTRANS,20100701,285.0,291.45,285.0,290.5,65661.0
IL&FSTRANS,20100702,291.0,292.45,287.1,288.3,31259.0
IL&FSTRANS,20100705,286.0,289.75,282.85,284.4,112157.0
IL&FSTRANS,20100706,280.15,298.15,280.15,290.3,345843.0
IL&FSTRANS,20100707,290.9,295.0,285.3,291.8,105481.0
IL&FSTRANS,20100708,292.5,295.9,287.4,288.65,69470.0
IL&FSTRANS,20100709,289.0,300.0,289.0,298.7,255564.0
IL&FSTRANS,20100712,302.9,312.4,300.0,303.9,506223.0
IL&FSTRANS,20100713,305.25,311.6,301.6,307.95,355156.0
IL&FSTRANS,20100714,310.0,314.65,307.0,309.0,245545.0
IL&FSTRANS,20100715,309.9,309.9,300.35,302.4,127365.0
IL&FSTRANS,20100716,302.95,311.0,301.25,308.2,151288.0
IL&FSTRANS,20100719,302.1,307.35,302.0,303.7,104049.0
IL&FSTRANS,20100720,304.95,308.9,298.25,301.2,77466.0
IL&FSTRANS,20100721,303.8,304.65,302.1,303.4,33286.0
IL&FSTRANS,20100722,303.0,308.5,302.0,307.05,28871.0
