DCBBANK,20230519,114.5,114.75,113.0,113.95,457057,
DCI,20230519,160.8,166.15,155.55,157.5,4161,
DCM,20230519,67.1,67.1,64.5,66.45,26677,
DCMNVL,20230519,149.0,150.5,140.85,144.5,42575,
DCMSHRIRAM,20230519,825.0,845.0,819.05,834.5,32539,
DCMSRIND,20230519,69.45,70.4,68.95,69.75,47102,
DCW,20230519,44.3,45.1,43.2,44.85,1832495,
DCXINDIA,20230519,198.7,203.4,190.0,192.65,525652,
DECCANCE,20230519,466.7,470.25,456.1,467.65,5465,
DEEPAKFERT,20230519,569.75,569.95,547.0,550.85,654009,
DEEPAKNTR,20230519,1972.0,1984.7,1934.0,1941.1,220849,
DEEPENR,20230519,115.15,116.95,112.0,113.6,14145,
DEEPINDS,20230519,166.6,168.95,157.8,159.8,153752,
DELHIVERY,20230519,367.95,374.95,357.3,361.35,242482,
DELPHIFX,20230519,321.75,343.8,315.15,325.25,1820,
DELTACORP,20230519,222.05,222.7,217.0,219.3,1450043,
DELTAMAGNT,20230519,75.85,76.05,72.0,72.45,7956,
DEN,20230519,30.5,30.7,30.05,30.35,216994,
DENORA,20230519,1502.25,1528.0,1470.0,1482.05,12915,
DEVIT,20230519,110.0,120.95,109.4,111.5,144997,
DEVYANI,20230519,184.0,184.25,178.75,182.95,2276050,
DGCONTENT,20230519,15.85,15.85,14.8,15.5,15419,
DHAMPURSUG,20230519,246.75,251.95,244.5,249.45,240269,
DHANBANK,20230519,16.8,16.85,16.4,16.75,692257,
DHANI,20230519,36.65,36.8,35.5,35.6,1146635,
DHANUKA,20230519,678.2,678.2,666.55,673.05,17700,
DHARMAJ,20230519,171.5,173.0,169.0,170.75,24090,
DHRUV,20230519,50.4,51.5,49.5,50.55,9991,
DHUNINV,20230519,675.5,697.25,673.55,685.95,2560,
DIAMONDYD,20230519,794.75,797.0,779.35,782.05,1364,
DICIND,20230519,391.15,394.35,386.0,387.55,2881,
DIGISPICE,20230519,19.0,19.05,18.55,18.95,85231,
DIL,20230519,17.25,17.25,16.35,16.95,374502,
DISHTV,20230519,15.1,15.2,14.65,14.8,5867395,
DIVGIITTS,20230519,730.05,748.7,712.3,717.55,99279,
DIVISLAB,20230519,3144.0,3158.35,3085.5,3098.3,479974,
DIVOPPBEES,20230519,51.5,51.5,49.17,50.21,14929,
DIXON,20230519,3005.3,3043.0,2992.0,3035.35,467483,
DJML,20230519,176.6,179.75,167.0,173.4,21201,
DLF,20230519,460.9,473.0,453.5,471.9,8398165,
DLINKINDIA,20230519,245.05,246.7,238.3,243.35,142691,
DMART,20230519,3390.0,3434.0,3375.6,3395.25,265437,
DMCC,20230519,289.95,289.95,270.0,272.5,27167,
DNAMEDIA,20230519,2.85,2.85,2.65,2.65,289358,
DODLA,20230519,500.0,504.0,485.05,502.1,22411,
DOLATALGO,20230519,48.3,48.3,46.9,47.3,33179,
DOLLAR,20230519,360.5,370.1,359.1,369.15,52606,
